0.00E+00	0
2.50E-04	5.06473E-05
5.00E-04	0.001890179
7.50E-04	0.013341489
1.00E-03	0.03687924
1.25E-03	0.025659598
1.50E-03	-0.106784993
1.75E-03	-0.350978717
2.00E-03	-0.545492207
2.25E-03	-0.549867951
2.50E-03	-0.378560147
2.75E-03	-0.133291906
3.00E-03	0.100913987
3.25E-03	0.301635078
3.50E-03	0.485228626
3.75E-03	0.650212314
4.00E-03	0.770221635
4.25E-03	0.820193154
4.50E-03	0.788087101
4.75E-03	0.669437108
5.00E-03	0.47088447
5.25E-03	0.241254984
5.50E-03	0.064898245
5.75E-03	-0.009276449
6.00E-03	-0.001561869
6.25E-03	0.038816607
6.50E-03	0.078646885
6.75E-03	0.111730361
7.00E-03	0.140088551
7.25E-03	0.154969965
7.50E-03	0.141965719
7.75E-03	0.093275853
8.00E-03	0.011498628
8.25E-03	-0.093081663
8.50E-03	-0.206572679
8.75E-03	-0.310431878
9.00E-03	-0.379919476
9.25E-03	-0.391952773
9.50E-03	-0.337754389
9.75E-03	-0.227745844
1.00E-02	-0.086077883
1.03E-02	0.058607141
1.05E-02	0.180855471
1.08E-02	0.263289058
1.10E-02	0.298463311
1.13E-02	0.287983533
1.15E-02	0.240407022
1.18E-02	0.169631298
1.20E-02	0.093489462
1.23E-02	0.030878126
1.25E-02	-0.003507781
1.28E-02	-0.004839534
1.30E-02	0.019239682
1.33E-02	0.051200741
1.35E-02	0.070238465
1.38E-02	0.059449278
1.40E-02	0.010341904
1.43E-02	-0.076154782
1.45E-02	-0.191283465
1.48E-02	-0.321002278
1.50E-02	-0.448610895
1.53E-02	-0.557337787
1.55E-02	-0.632851743
1.58E-02	-0.665747501
1.60E-02	-0.653319352
1.63E-02	-0.599884781
1.65E-02	-0.515651701
1.68E-02	-0.413909171
1.70E-02	-0.307998032
1.73E-02	-0.208728186
1.75E-02	-0.122961007
1.78E-02	-0.0533077
1.80E-02	0.001380949
1.83E-02	0.045098001
1.85E-02	0.083553415
1.88E-02	0.12283802
1.90E-02	0.167980685
1.93E-02	0.221570607
1.95E-02	0.282785718
1.98E-02	0.347185542
2.00E-02	0.407371446
2.03E-02	0.454585469
2.05E-02	0.480710476
2.08E-02	0.480276785
2.10E-02	0.451873285
2.13E-02	0.398600539
2.15E-02	0.327475273
2.18E-02	0.248071048
2.20E-02	0.170556936
2.23E-02	0.103826834
2.25E-02	0.053872145
2.28E-02	0.022903397
2.30E-02	0.009251204
2.33E-02	0.008132023
2.35E-02	0.013051499
